Time,Position
48341.67,509;519
48375.67,506;518
48407.673,501;514
48441.752,499;505
48474.753,498;494
48508.757,498;480
48541.274,496;466
48575.475,503;456
48608.476,499;441
48641.006,500;424
48676.006,499;407
48708.177,496;391
48741.687,491;381
48774.696,487;381
48807.689,495;392
48842.361,499;397
48875.36,501;401
48907.361,501;403
48941.415,501;411
48974.415,499;407
49008.417,492;415
49041.687,498;417
49076.679,496;417
49109.246,496;418
49141.775,495;417
49175.764,494;417
49207.764,494;417
49241.942,495;418
49276.934,497;416
49308.939,498;417
49341.149,498;417
49376.14,499;419
49408.14,482;405
49441.676,488;403
49475.19,492;401
49508.189,492;401
49542.339,493;400
49575.63,494;399
49608.633,494;398
49643.148,494;397
49675.14,492;397
49708.14,492;397
49741.428,491;396
49775.429,492;395
49808.438,492;396
49840.961,491;396
49875.971,490;396
49908.001,490;395
49942.523,490;395
49974.529,492;395
50008.52,492;392
50041.667,492;396
50074.682,492;395
50108.668,490;396
50142.176,490;396
50175.185,491;395
50209.179,496;394
50241.813,500;417
50276.813,504;407
50308.812,506;407
50341.931,509;395
50374.929,512;396
50407.844,512;390
50440.888,511;384
50475.889,510;377
50508.888,509;374
50542.057,506;370
50576.049,505;367
50608.047,502;361
50643.21,499;363
50675.218,499;353
50708.287,507;344
50741.244,517;342
50775.247,525;310
50808.244,531;290
50841.289,535;271
50875.415,537;251
50908.416,541;232
50941.473,540;217
50974.462,536;205
51008.472,536;195
51041.774,542;200
51075.775,549;202
51108.876,552;207
51141.841,553;212
51174.841,553;214
51208.926,555;213
51241.659,555;213
51275.651,555;210
51307.933,557;211
51341.959,555;210
51374.959,555;210
51408.632,554;210
51441.161,555;209
51476.152,556;210
51508.16,555;209
51543.255,566;215
51575.401,557;214
51608.391,554;214
51641.994,556;218
51675.986,556;235
51708.985,557;221
51742.526,556;222
